name,about,link,investor,exit
Evident.io,Evident.io is a leader in cloud infrastructure security- providing a cloud-native SaaS solution that automates security processes and compliance.,https://www.evident.io,<a href='/team/tyson-clark'>Tyson Clark</a>,* Acquired by Palo Alto Networks- 2018
Evox Therapeutics,Evox Therapeutics is a privately held- Oxford-based biotechnology company focused on harnessing and engineering the natural delivery capabilities of extracellular vesicles- known as exosomes- to develop an entirely new class of therapeutics.,https://evoxtherapeutics.com,<a href='/team/tom-hulme'>Tom Hulme</a>,No Exit Yet
Farmers Business Network,Farmers Business Network generates powerful insights from real-time data to help farmers understand and improve their crop performance.,https://www.farmersbusinessnetwork.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Fauna,FaunaDB is the first adaptive operational databasebuilt from the ground up to scale digital business without compromising productivity or agility.,https://www.fauna.com,<a href='/team/tyson-clark'>Tyson Clark</a>,No Exit Yet
FitStar,FitStar is on a mission to inspire people to live healthier lives by creating a platform that powers innovative fitness apps.,https://www.fitstar.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,* Acquired by Fitbit- 2015
Flatiron Health,Flatiron Health is a health care technology company building the industrys first data platform dedicated to oncology.,https://flatiron.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,* Acquired by Roche- 2018
Flexport,Flexport is a freight management platform that helps companies optimize global supply chains.,https://www.flexport.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Flux,Flux is reimagining sustainable building design by providing collaborative design software to the construction industry.,https://www.flux.io,,No Exit Yet
FLX Bio,FLX Bio is a biopharmaceutical company focused on the development of oral small-molecule drugs to activate the immune system against cancer.,https://www.flxbio.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Firefly,Firefly is creating the next disruptive platform in Out-Of-Home Advertising.,https://fireflyon.com,<a href='/team/adam-ghobarah'>Adam Ghobarah</a>,No Exit Yet
FogPharma,FogPharma is building a drug discovery platform to develop fundamentally new treatments for cancer and other life-threatening diseases.,https://fogpharma.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Forty Seven,Forty Seven is committed to the advancement of immuno-oncology through the engagement of new and complementary phagocytic pathways that enhance anti-tumor efficacy and selectivity.,https://www.fortyseveninc.com,<a href='/team/blake-byers'>Blake Byers</a>,* NASDAQ: FTSV
Foundation Medicine,Foundation Medicine is a cancer diagnostics company at the forefront of bringing comprehensive genomic analysis to routine cancer care.,https://www.foundationmedicine.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,* NASDAQ: FMI
Framed,Framed helps businesses retain high-value customers through predictive machine learning products.,https://www.framed.io,<a href='/team/mg-siegler'>M.G. Siegler</a>,* Acquired by Square- 2016
Freenome,Freenome is a health technology company focused on accurate- accessible- and non-invasive disease screenings to proactively treat cancer and other diseases at their most manageable stages.,https://www.freenome.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Freshplum,Freshplum is building a unique analytics solution to drive companies sales decisions with data science and mathematics.,https://www.freshplum.com,,* Acquired by TellApart- 2014
FullStory,FullStory helps product and support teams easily understand the customer experience by capturing every user event with a simple script.,https://www.fullstory.com,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
Gametime,Gametime makes finding the perfect live experience remarkably fast and easy- with textable tickets at last-minute prices.,https://www.gametime.co,<a href='/team/john-lyman'>John Lyman</a>,No Exit Yet
Genomics Medicine Ireland,Genomics Medicine Ireland is leading a large-scale research study across Ireland looking at the human genome to examine the relationship between genetics- health- and disease.,https://genomicsmedicineireland.ie,<a href='/team/tom-hulme'>Tom Hulme</a>,* Acquired by Wuxi Nextcode- 2018
Giphy,Giphy is the best way to search- share- and discover GIFs on the Internet.,https://giphy.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,No Exit Yet
GitLab,GitLabs platform accelerates the development process with an emphasis on collaboration and automation.,https://about.gitlab.com,<a href='/team/dave-munichiello'>Dave Munichiello</a>,No Exit Yet
GoCardless,GoCardless makes collecting by Direct Debit easy for everyone from individuals to multi-national corporations.,https://gocardless.com,<a href='/team/tom-hulme'>Tom Hulme</a>,No Exit Yet
Grail,Grails mission is to enable the early detection of cancer in asymptomatic individuals through a blood screen  with the goal of massively decreasing global cancer mortality by detection at a curable stage.,https://www.grailbio.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Granular,Granulars cloud software and analytics platform helps farmers become more efficient and make better business decisions.,https://www.granular.ag,<a href='/team/andy-wheeler'>Andy Wheeler</a>,* Acquired by DuPont- 2017
Gritstone Oncology,Gritstone Oncology develops personalized cancer immunotherapy to help patients with the most difficult-to-treat tumors.,https://gritstoneoncology.com,<a href='/team/anthony-philippakis'>Anthony Philippakis</a>,No Exit Yet
Gusto,Gusto reimagines payroll- benefits- HR- and personal finance by automating the most complicated- impersonal business tasks and making them simple and delightful.,https://www.gusto.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Gyft,Gyft is a digital gift card platform that enables users to upload- send- and redeem gift cards.,https://www.gyft.com,<a href='/team/joe-kraus'>Joe Kraus</a>,* Acquired by First Data- 2014
Happiest Baby,Happiest Baby develops science-based products- content and services to enhance child well-being and to help solve everyday parenting challenges.,https://happiestbaby.com,<a href='/team/laura-melahn'>Laura Melahn</a>,No Exit Yet
Harness,Harness is the first Continuous Delivery-as-a-Service platform that uses Machine Learning to simplify the entire process of delivering code from artifact into production  quickly- safely- securely- and repeatably.,https://harness.io,<a href='/team/adam-ghobarah'>Adam Ghobarah</a>,No Exit Yet
HeadSpin,HeadSpin is a testing platform for mobile apps that allows developers to test and monitor real devices instantly on global cell networks.,https://headspin.io,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
HeartThis,HeartThis lets online shoppers browse all their favorite stores in one place.,https://www.heartthis.com,<a href='/team/rich-miner'>Rich Miner</a>,* Acquired by Thumbtack- 2015
Helium,Helium creates smart sensors for enterprise environments.,https://www.helium.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
HelloSign,HelloSign makes it simple for businesses to offer fast- secure- and legally binding eSignatures to their customers through a user-friendly web application and a developer-focused API.,https://www.hellosign.com,<a href='/team/tyson-clark'>Tyson Clark</a>,* Acquired by Dropbox- 2019
High Fidelity,High Fidelity is building a new virtual world enabling rich avatar interactions.,https://www.highfidelity.io,<a href='/team/joe-kraus'>Joe Kraus</a>,No Exit Yet
Highfive,Highfive is reimagining the way people communicate at work.,https://highfive.com,<a href='/team/joe-kraus'>Joe Kraus</a><a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Hipster,Hipster is a fun way to help uncover the vast amount of information about real world locations that isnt yet available online. (Hipster was acquired by AOL in March 2012.),No Link,<a href='/team/karim-faris'>Karim Faris</a>,* Acquired by AOL- 2012
HomeAway,HomeAway is the world's leading online marketplace for vacation rentals and bed &amp; breakfasts- connecting homeowners- property managers and innkeepers with the millions of travelers who seek the space- privacy and affordability of alternative accommodations instead of hotels.,https://homeaway.com,<a href='/team/david-krane'>David Krane</a><a href='/team/joe-kraus'>Joe Kraus</a>,* NASDAQ: AWAY
HomeLight,HomeLight is a real estate technology company that matches homebuyers and sellers with top real estate agents.,https://www.homelight.com,<a href='/team/joe-kraus'>Joe Kraus</a>,No Exit Yet
HOVER,HOVER transforms smartphone photos of any home to a fully measured- customizable 3D model.,https://www.hover.to,<a href='/team/tyson-clark'>Tyson Clark</a>,No Exit Yet
HubSpot,HubSpot offers an all-in-one marketing software platform for small and medium sized businesses. Thousands of companies in dozens of countries use HubSpot software to increase the number of visitors to their websites and convert more of those visitors to leads and customers.,https://www.hubspot.com,<a href='/team/rich-miner'>Rich Miner</a>,* NYSE: HUBS
Hustle,Hustle is a peer to peer texting platform that enables personal conversations at scale.,https://www.hustle.com,,No Exit Yet
Ideaya Biosciences,Ideaya is focused on the discovery of breakthrough medicines for immuno-oncology therapies.,https://www.ideayabio.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Imagen,Imagen is extending the frontiers of medicine and artificial intelligence to improve human well-being.,https://imagen.ai,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Impossible Foods,Impossible Foods is developing a new generation of meats and cheeses made entirely from plants.,https://impossiblefoods.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Incorta,Incorta aggregates large- complex business data in real-time- eliminating the need to reshape your data into analytical formats.,https://incorta.com,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
insitro,insitrowill integrate cutting-edge machine learning techniques with the ground-breaking innovations that have occurred in life sciences to help address key problems in the drug discovery and development process.,https://insitro.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Instawork,Instawork helps local businesses quickly fill permanent and temporary openings with the most qualified professionals in their communities.,https://instawork.com,<a href='/team/jessica-verrilli'>Jessica Verrilli</a>,No Exit Yet
Intercom,Intercom makes customer messaging apps for sales- marketing- and support- connected on one platform.,https://intercom.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,No Exit Yet
IonQ,IonQ is developing industry-leading- general-purpose quantum computers to address a broad array of applications.,https://ionq.co,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Ionic Security,Ionic Security takes a comprehensive approach to securing data in todays borderless enterprise.,https://www.ionicsecurity.com,<a href='/team/blake-byers'>Blake Byers</a><a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
iPierian,iPierian is creating new therapeutics discovered using cellular reprogramming and directed differentiation of patient cells.,No Link,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,* Acquired by Bristol-Myers Squibb- 2014
Jaunt,Jaunt is developing next-generation technology for creating cinematic virtual reality- enabling creatives to film- edit- and process live-action content for virtual reality viewers.,https://www.jauntvr.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,No Exit Yet
Jet,Jet is a members-only online shopping club that brings customers the lowest prices by unbundling the retail costs that drive up price.,https://www.jet.com,<a href='/team/dave-munichiello'>Dave Munichiello</a>,* Acquired by Walmart- 2016
JumpCam,JumpCam makes it easy to create collaborative videos. Start a video- invite others to add clips- and JumpCam stitches everything together into a single movie.,https://jumpcam.com,<a href='/team/joe-kraus'>Joe Kraus</a>,No Exit Yet
Kabam,Kabam is leading the next wave of gaming by publishing Massively Multiplayer Social Games that combine the best elements of traditional and social gaming.,https://kabam.com,<a href='/team/joe-kraus'>Joe Kraus</a>,* Acquired by Netmarble- 2017
Kamcord,Kamcord allows users to record and share video of their mobile game play.,https://www.kamcord.com,<a href='/team/joe-kraus'>Joe Kraus</a>,* Acquired by Lyft- 2017
KeepTruckin,KeepTruckin provides next-generation technology for the trucking industry through a fleet management app for iOS and Android.,https://keeptruckin.com,<a href='/team/joe-kraus'>Joe Kraus</a>,No Exit Yet
Kensho,Kensho provides market research intelligence software to financial professionals.,https://kensho.com,<a href='/team/blake-byers'>Blake Byers</a>,* Acquired by S&P Global- 2018
Kitchen United,Kitchen United provides flexible kitchen space optimized for food delivery networks,https://kitchenunited.com,<a href='/team/adam-ghobarah'>Adam Ghobarah</a>,No Exit Yet
Kindred,Kindred builds machines with human-like intelligence.,https://www.kindred.ai,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Kobalt,Kobalt is a leading independent music publishing and global music rights management services company.,https://www.kobaltmusic.com,,No Exit Yet
Lambda School,Lambda School is a 30 week- immersive program that gives you the tools and training you need to launch your new careerfrom the comfort of your own home.,https://lambdaschool.com,,No Exit Yet
Lattice,Lattice unlocks the value of unstructured data- creating structured data with human-caliber quality at machine-caliber scale.,https://www.lattice.io,<a href='/team/dave-munichiello'>Dave Munichiello</a>,* Acquired in 2017
LaunchKit,LaunchKit is a suite of tools that makes it easier to build- launch- and manage mobile apps.,https://www.launchkit.io,<a href='/team/mg-siegler'>M.G. Siegler</a>,* Acquired by Google- 2016
LawPivot,LawPivot is a legal website enabling companies- especially startups- to confidentially receive crowdsourced legal answers from highly qualified lawyers for a fraction of the cost.,https://www.lawpivot.com,,* Acquired by Rocket Lawyer- 2013
Le Tote,Le Tote offers unlimited womens apparel and accessory rentals for only $49 a month.,https://www.letote.com,,No Exit Yet
LedgerX,LedgerX has applied for registration as a swap execution facility and a derivatives clearing organization and intends to list option contracts for digital currency- such as Bitcoin.,https://ledgerx.com,<a href='/team/blake-byers'>Blake Byers</a><a href='/team/erik-nordlander'>Erik Nordlander</a>,No Exit Yet
Lemonade,Lemonade is a licensed insurance carrier- offering homeowners and renters insurance powered by artificial intelligence and behavioral economics.,https://lemonade.com,<a href='/team/tom-hulme'>Tom Hulme</a>,No Exit Yet
LendUp,LendUp is a better alternative to payday loans. LendUp loans are exclusively offered online and on your mobile device so they are convenient- fast- and easy to use.,https://www.lendup.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
LevelUp,LevelUp is a free mobile app that enables you to pay with your phone.,https://www.thelevelup.com,<a href='/team/rich-miner'>Rich Miner</a>,No Exit Yet
LifeMine Therapeutics,LifeMine scales the genomic discovery of powerful new drug modalities from eukaryotic microbes.,https://lifeminetx.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Light,The Light camera combines advanced optics with powerful software- making beautiful photography more accessible than ever before.,https://www.light.co,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Lightmatter,Lightmatter combines electronics- photonics- and new algorithms to create a next-generation computing platform purpose-built for artificial intelligence.,https://lightmatter.co,<a href='/team/tyson-clark'>Tyson Clark</a>,No Exit Yet
Lime,Lime is revolutionizing mobility in cities and colleges nationwide by empowering residents with a faster- cheaper- and healthier transportation option that improves urban sustainability.,https://limebike.com,<a href='/team/joe-kraus'>Joe Kraus</a>,No Exit Yet
Locana,Locana is creating a new class of precision medicines to treat a range of human genetic diseases.,https://locanabio.com,<a href='/team/vineeta-agarwala'>Vineeta Agarwala</a>,No Exit Yet
Lola,Lola is a new kind of travel company that provides on-demand- personal travel service through a mobile app.,https://www.lola.com,<a href='/team/john-lyman'>John Lyman</a>,No Exit Yet
Loom,Loom is your entire photo and video library- unified in one place- accessible from any device.,https://loom.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,* Acquired by Dropbox- 2014
LostMyName,LostMyName creates a personalized reading experience for children- customizing picture books based on the letters in a child's name.,https://lostmy.name,,No Exit Yet
LotusFlare,LotusFlare makes mobile Internet affordable and available through access technology and partnerships with operators and mobile apps.,https://www.lotusflare.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,No Exit Yet
Luminate,Luminate makes online images interactive. With its first-of-a-kind platform for image apps- Luminate transforms static images into a canvas for shopping- sharing and exploring.,No Link,<a href='/team/david-krane'>David Krane</a>,* Acquired by Yahoo- 2014
Luminate Wireless,Luminate Wireless is building the next generation mobile network in the cloud- leveraging the best of web-scale computing and cloud-enabled networking to simplify mobile network access and services delivery for enterprise customers.,https://www.luminatewireless.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Luvocracy,Luvocracy is a marketplace built around social sharing and trusted tastemakers.,https://www.luvocracy.com,<a href='/team/david-krane'>David Krane</a>,* Acquired by WalmartLabs- 2014
Luxe,Luxe is an on-demand valet parking service- sending valets to park your car wherever you are in San Francisco.,https://www.luxevalet.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,* Acquired by Volvo- 2017
mabl,mabl is the leading SaaS provider for ML-based test automation. Enabling continuous testing with a script-free test automation framework & cutting-edge cloud services.,https://mabl.com,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
Machinify,Machinify applies the latest advances in cognitive computing to analytics,https://machinify.com,<a href='/team/adam-ghobarah'>Adam Ghobarah</a>,No Exit Yet
Magenta Therapeutics,Magenta is harnessing stem cell biology to make transplants safer and more effective for patients with immune and blood-based diseases.,https://magentatx.com,<a href='/team/blake-byers'>Blake Byers</a>,* NASDAQ: MGTA
Makani,Makani hopes to accelerate the shift to clean- renewable energy by developing energy kites- a new type of wind turbine. (Makani was acquired by Google in May 2013.),https://www.google.com/makani,<a href='/team/andy-wheeler'>Andy Wheeler</a>,* Acquired by Google- 2013
Managed by Q,Managed by Q is building an operating system for offices by combining people- products- and technology to effectively run office operations.,https://managedbyq.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,* Acquired by WeWork- 2019
MapD,MapD is a data analytics and visualization platform that enables unprecedented interactivity and speed across the big data pipeline.,https://www.mapd.com,,No Exit Yet
Maze Therapeutics,Maze Therapeutics is focused on translating genetic insights into new medicines.,https://mazetx.com,<a href='/team/vineeta-agarwala'>Vineeta Agarwala</a><a href='/team/anthony-philippakis'>Anthony Philippakis</a>,No Exit Yet
Medium,Medium is a long-form blogging platform that algorithmically curates popular posts.,https://medium.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,No Exit Yet
MemSQL,MemSQL is a real-time database for cloud and on-premises that delivers immediate insights across live and historical data.,https://memsql.com,<a href='/team/adam-ghobarah'>Adam Ghobarah</a>,No Exit Yet
MessageMe,MessageMe is a fast and fun way to chat. Drop the need for SMS and exchange one-on-one or group text messages worldwide at no cost.,https://www.messageme.com,<a href='/team/rich-miner'>Rich Miner</a>,* Acquired by Yahoo- 2014
Metabiota,Metabiota is the pioneer in comprehensive risk analytics that improve the worlds resilience to epidemics.,https://metabiota.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Mighty AI,Mighty AI helps companies generate accurate- high-quality data sets to train and scale artificial intelligence.,https://mty.ai,<a href='/team/tyson-clark'>Tyson Clark</a>,* Acquired by Uber- 2019
Milk,Milk is a mobile application incubator. (Exited portfolio in March 2012.),No Link,,* Acquired by Google- 2012
MindMeld,MindMeld is reinventing conversation through the power of anticipatory computing.,https://mindmeld.com,<a href='/team/karim-faris'>Karim Faris</a>,* Acquired by Cisco- 2017
MindSumo,MindSumo helps companies identify quality student recruits by having them solve real-world challenges to prove their skills.,https://www.mindsumo.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Mist Systems,Mist built the first intelligent wireless network products that leverage machine learning. Using Mist- enterprises can provide consistent and reliable Wi-Fi- and IT can proactively manage the network at any scale.,https://www.mist.com,<a href='/team/karim-faris'>Karim Faris</a>,* Acquired by Juniper Networks- 2019
Mitro,Mitro is a password manager for teams and businesses that securely saves all your logins and lets you share them in your web browser. (Mitro was acquired by Twitter in July 2014.),https://www.mitro.co,<a href='/team/rich-miner'>Rich Miner</a>,* Acquired by Twitter- 2014
Mode,Mode is the first Cloud Private Network with MPLS reliability and business-internet pricing for SD-WAN and Unified Communications providers.,https://www.mode.net,<a href='/team/dave-munichiello'>Dave Munichiello</a>,No Exit Yet
Modsy,Modsy allows you to see inspirational designs and decor within the context of your own home.,https://www.modsy.com,<a href='/team/joe-kraus'>Joe Kraus</a>,No Exit Yet
mParticle,mParticle is a mobile technology company building the first mobile data platform designed to put app owners in full control of their data.,https://www.mparticle.com,<a href='/team/tyson-clark'>Tyson Clark</a>,No Exit Yet
N3twork,N3twork is a new type of content application that is reinventing the Internet experience with your interests at the very center.,https://www.n3twork.com,<a href='/team/joe-kraus'>Joe Kraus</a>,No Exit Yet
Namo Media,Namo Media is working on native mobile advertising that users will love.,https://www.namomedia.com,<a href='/team/blake-byers'>Blake Byers</a>,* Acquired by Twitter- 2014
Nest,Nest reinvents unloved but important home products- like the thermostat and smoke alarm. The company focuses on delighting customers with simple- beautiful and thoughtful hardware- software and services.,https://nest.com,<a href='/team/david-krane'>David Krane</a>,* Acquired by Google- 2014
Nextbit,Nextbit is building groundbreaking technology to take mobile to the next level.,https://nextbit.com,<a href='/team/rich-miner'>Rich Miner</a>,* Acquired by Razer- 2017
Nextdoor,Nextdoor is a private social network for the neighborhood. Using Nextdoors online platform- neighbors get to know one another- exchange local advice- and organize virtual neighborhood watches to reduce crime.,https://www.nextdoor.com,<a href='/team/david-krane'>David Krane</a>,No Exit Yet
ngmoco,ngmoco games are played more than 50 million minutes a day and have been downloaded more than 60 million times on Apple's iOS devices. The company's Plus+ social network has over 13.5 million registered users.,https://www.ngmoco.com,<a href='/team/joe-kraus'>Joe Kraus</a>,* Acquired by DeNA- 2010
Nimble,Nimble is a web-based social CRM that leverages the power of traditional CRMs and social media. With Nimble- users can manage contacts- calendars- email- and social conversations from the same dashboard used to track sales deals.,https://www.nimble.com,<a href='/team/tyson-clark'>Tyson Clark</a>,No Exit Yet
NoRedInk,NoRedInk is a Web-based learning platform that helps students improve their grammar and writing skills.,https://www.noredink.com,,No Exit Yet
Obsidian Therapeutics,Obsidian Therapeutics aspires to extend adoptive immunotherapy to every patient with cancer.,https://obsidiantx.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Obsidian Security,Obsidian delivers intelligent identity protection to organizations as they scale their SaaS and hybrid cloud environments.,https://obsidiansecurity.com,<a href='/team/tyson-clark'>Tyson Clark</a>,No Exit Yet
OnDeck,OnDeck is using technology to make the borrowing process simple- fast- and transparent for small-business owners nationwide.,https://www.ondeck.com,<a href='/team/karim-faris'>Karim Faris</a>,* NYSE: ONDK
One Medical Group,One Medical Group is committed to reinventing health care through innovative primary care- one patient at a time.,https://www.onemedical.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Openbay,Openbay is changing the way people get their cars repaired by connecting vehicle owners with trusted repair professionals online.,https://www.openbay.com,,No Exit Yet
Opendoor,Opendoor is revolutionizing home buying and selling with a streamlined process designed to put you at the center of your move.,https://opendoor.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Optimizely,Optimizely is the fastest-growing website optimization platform in the world. Optimizely enables marketers to make better data-driven decisions through A/B and multivariate testing.,https://www.optimizely.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Oration,Oration is working to positively impact societal health by making quality health care more accessible. Its first product- OrationRx- is a prescription management application that brings simplicity to shopping for and buying prescriptions.,https://www.oration.com,<a href='/team/blake-byers'>Blake Byers</a>,* Acquired by PokitDok- 2017
Orbital Insight,Orbital Insight uses advanced image processing and data science at petabyte scale to understand global trends- creating market intelligence for decision makers and investors in a wide range of industries.,https://orbitalinsight.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Oscar,Oscar is a new kind of health insurance company that uses technology to make insurance simple- intuitive- and human.,https://www.hioscar.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Osito,Osito is a location-based predictive intelligence application that gives you the information you need- right when you need it.,https://www.getosito.com,,No Exit Yet
Outdoor Voices,Outdoor Voices makes technical apparel for recreation.,https://www.outdoorvoices.com,<a href='/team/laura-melahn'>Laura Melahn</a>,No Exit Yet
OWKIN,OWKIN is applying machine learning and artificial intelligence to clinical research and clinical trials.,https://www.owkin.com,<a href='/team/adam-ghobarah'>Adam Ghobarah</a>,No Exit Yet
Oxford Sciences Innovation,Oxford Sciences Innovation is a fund that provides capital and business expertise to companies developed in Oxford University's mathematical- physical- life sciences- and medical sciences divisions.,https://www.oxfordsciencesinnovation.com,<a href='/team/tom-hulme'>Tom Hulme</a><a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Packagd,Packagd is building a family of apps offering a new mobile shopping experience.,https://packagd.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,No Exit Yet
PACT Pharma,PACT Pharma is developing a promising new way to harness a patients own immune system to eradicate cancer.,https://pactpharma.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Panorama Education,Panorama Education is a data analytics company that helps schools improve by acting on feedback from students- parents- teachers- and staff.,https://www.panoramaed.com,,No Exit Yet
Parse,Parse provides cloud services for mobile developers. By providing the server-side functionality developers need for rich- Internet enabled applications- Parse makes it simple to add a backend to iOS or Android apps.,https://www.parse.com,,* Acquired by Facebook- 2013
PatientPing,PatientPing connects health care providers across the country with real-time notifications when their patients receive care anywhere.,https://www.patientping.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
PayRange,PayRange is a simple mobile payment solution for machines of all types- including vending machines- parking meters- transit kiosks- laundromats- and more.,https://www.payrange.com,<a href='/team/david-krane'>David Krane</a>,No Exit Yet
Percolata,Percolata helps retailers understand brick-and-mortar store traffic to improve operations.,https://www.percolata.com,,No Exit Yet
Periscope,Periscope lets you broadcast live video to the world. Going live instantly notifies your followers who can join- comment- and send you hearts in real time.,https://www.periscope.tv,<a href='/team/mg-siegler'>M.G. Siegler</a>,* Acquired by Twitter- 2015
Periscope Data,Periscope simplifies data analysis- vizualization- and sharing by plugging directly into existing databases.,https://www.periscopedata.com,<a href='/team/tyson-clark'>Tyson Clark</a>,* Acquired by SiSense- 2019
Peerspace,Peerspace is an online marketplace that lets professionals and businesses book thousands of unique spaces directly from local hosts.,https://www.peerspace.com,<a href='/team/joe-kraus'>Joe Kraus</a>,No Exit Yet
The Pill Club,The Pill Club is a birth control prescription and delivery service that aims to create better access to affordable reproductive healthcare.,https://thepillclub.com,<a href='/team/frederique-dame'>Frederique Dame</a>,No Exit Yet
Pindrop,Pindrop provides enterprise solutions to secure phone and voice communications. Pindrop solutions reduce fraud losses and authentication expense for some of the largest call centers in the world.,https://www.pindrop.com,<a href='/team/tyson-clark'>Tyson Clark</a>,No Exit Yet
Plaid,Plaid is the modern API for banking data that allows developers to programmatically interact with banks and credit cards.,https://plaid.io,<a href='/team/dave-munichiello'>Dave Munichiello</a>,No Exit Yet
PlanGrid,PlanGrid brings beautiful- intuitive software solutions to the construction industry.,https://www.plangrid.com,,* Acquired by Autodesk- 2018
Plexxi,Plexxi is a pioneer of next-generation networking products and solutions for scale-out data center and cloud environments.,https://plexxi.com,<a href='/team/tyson-clark'>Tyson Clark</a>,* Acquired by HPE- 2018
Pocket,Pocket is the leading service for content shifting. Its for when people discover an interesting article- video or web page- but dont have time to view it. Once saved to Pocket- the list of content is visible on any device  phone- tablet or computer  even offline.,https://www.getpocket.com,<a href='/team/joe-kraus'>Joe Kraus</a>,* Acquired by Mozilla- 2017
Podium,Podium helps businesses take control of customer interactions by powering more online reviews- managing local listings- and effectively capturing customer sentiment.,https://podium.com,<a href='/team/tyson-clark'>Tyson Clark</a>,No Exit Yet
Poynt,Poynt created a smart payment terminal to help small businesses access best-in-class technology with elegantly designed software and hardware.,https://getpoynt.com,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
Premise,Premise is real-time data for a streaming global economy. They build machinery to organize- measure- and index the collective enterprise of the human race.,https://premise.com,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
Product Hunt,Product Hunt surfaces the best new products- every day. It's a place for product-loving enthusiasts to share and geek out about the latest mobile apps- websites- hardware projects- and tech creations.,https://www.producthunt.com,,* Acquired by AngelList- 2016
Puppet Labs,Puppet Labs gives systems administrators the operational agility- efficiency- and insight they need to manage dynamic infrastructure- on-premise or in the cloud.,https://www.puppetlabs.com,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
Quartet,Quartet is a technology company improving the integration of behavioral and physical health care.,https://www.quartethealth.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Quettra,Quettra is a mobile advertising platform that uses an understanding of mobile users to help marketers reach the right audience at the right time on their phones.,https://www.quettra.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,* Acquired by SimilarWeb- 2015
Rani Therapeutics,Rani Therapeutics is developing a novel approach for the oral delivery of large drug molecules- including peptides- proteins- and antibodies.,https://www.ranitherapeutics.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Reaction Commerce,Reaction Commerce is the most popular open source- real-time platform that combines the flexibility developers and designers want with the stability and support businesses need.,https://reactioncommerce.com,<a href='/team/dave-munichiello'>Dave Munichiello</a>,No Exit Yet
